description,keyword,qty,price,supplier,barcode,"batch code",brand,category,safety
"Purple Item",device,200,51.43,SupplierB,970414160377,B3662,BrandX,Electronics,High
"Yellow Device",tool,338,66.16,SupplierC,915068966164,B1352,BrandY,Household,Medium
"Purple Item",tool,452,51.04,SupplierD,182984318543,B3782,BrandX,Household,High
"Blue Gadget",tool,153,19.66,SupplierB,567303458750,B2994,BrandY,Electronics,Medium
"Blue Gadget",item,375,82.96,SupplierB,571149459367,B5692,BrandZ,Household,Low
"Yellow Device",gadget,235,48.15,SupplierC,468688779950,B2622,BrandZ,Toys,Low
"Blue Gadget",device,154,30.05,SupplierC,374499012968,B4671,BrandY,Household,High
"Yellow Device",gadget,270,89.82,SupplierC,193169838949,B9234,BrandX,Automotive,Medium
"Red Widget",gadget,249,16.79,SupplierD,134330607915,B1923,BrandY,Household,High
"Green Tool",item,337,44.03,SupplierC,158154978235,B5722,BrandZ,Electronics,Low
"Purple Item",widget,174,54.61,SupplierC,183915716820,B2560,BrandZ,Toys,Medium
"Green Tool",widget,333,68.10,SupplierD,539669111502,B3402,BrandY,Household,Low
"Green Tool",tool,473,70.24,SupplierD,272677254107,B7706,BrandZ,Automotive,Low
"Red Widget",tool,211,36.20,SupplierC,317169784577,B3706,BrandX,Toys,Low
"Green Tool",item,100,19.86,SupplierB,456414659217,B7301,BrandZ,Toys,High
"Purple Item",device,54,17.54,SupplierC,719756192655,B2002,BrandZ,Toys,Critical
"Yellow Device",device,13,72.52,SupplierC,653143002353,B2998,BrandY,Automotive,Medium
"Red Widget",device,307,89.73,SupplierA,898558932189,B9640,BrandY,Outdoor,Medium
"Red Widget",item,114,67.15,SupplierB,180742552275,B4622,BrandZ,Outdoor,Medium
"Green Tool",tool,364,79.10,SupplierA,151458392456,B5342,BrandX,Toys,Critical
"Blue Gadget",gadget,192,68.87,SupplierC,118311431229,B1745,BrandZ,Automotive,Medium
"Yellow Device",gadget,11,44.88,SupplierD,954451706912,B3465,BrandX,Electronics,Critical
"Purple Item",tool,275,94.03,SupplierA,632784653721,B9362,BrandY,Automotive,High
"Red Widget",widget,221,9.07,SupplierC,127824038426,B4442,BrandY,Electronics,Medium
"Red Widget",gadget,461,61.93,SupplierB,933313846640,B1988,BrandY,Outdoor,Medium
"Green Tool",device,89,74.60,SupplierA,147899928228,B2078,BrandX,Electronics,Critical
"Yellow Device",widget,463,65.17,SupplierA,634723885719,B9928,BrandX,Toys,High
"Yellow Device",widget,89,2.01,SupplierA,382702243160,B3804,BrandZ,Toys,Low
"Green Tool",widget,128,54.11,SupplierC,315898854027,B7191,BrandZ,Household,High
"Blue Gadget",widget,264,49.57,SupplierD,824924357707,B2315,BrandZ,Household,Low
"Green Tool",item,180,32.32,SupplierB,931964277843,B7866,BrandY,Household,Medium
"Purple Item",item,150,78.51,SupplierD,119320527945,B7008,BrandX,Toys,Critical
"Purple Item",gadget,322,57.32,SupplierB,244944794733,B1150,BrandZ,Outdoor,Critical
"Blue Gadget",widget,223,74.56,SupplierC,575159314580,B6108,BrandZ,Household,Medium
"Red Widget",gadget,383,37.37,SupplierD,240662381668,B9943,BrandY,Automotive,Medium
"Blue Gadget",gadget,467,91.88,SupplierD,852772776858,B8492,BrandZ,Outdoor,High
"Red Widget",device,60,26.35,SupplierA,248029725381,B4807,BrandY,Household,Medium
"Blue Gadget",tool,292,18.82,SupplierD,716721066633,B9333,BrandY,Household,High
"Yellow Device",device,339,41.53,SupplierD,875187619689,B5210,BrandY,Automotive,High
"Red Widget",item,97,7.58,SupplierD,253607181286,B9059,BrandY,Automotive,Critical
"Purple Item",tool,359,69.33,SupplierA,993024120531,B5346,BrandX,Toys,Medium
"Purple Item",gadget,469,78.84,SupplierB,251247565631,B4677,BrandX,Toys,High
"Green Tool",device,240,93.03,SupplierB,908366729998,B2874,BrandZ,Electronics,High
"Purple Item",tool,311,84.50,SupplierC,691867540593,B5799,BrandY,Toys,High
"Blue Gadget",device,95,10.77,SupplierA,504271449072,B7669,BrandY,Toys,Medium
"Red Widget",gadget,17,21.99,SupplierA,288925500227,B3411,BrandX,Household,Medium
"Blue Gadget",gadget,409,59.99,SupplierB,665483448807,B3024,BrandX,Automotive,Medium
"Purple Item",widget,338,47.48,SupplierC,764824042789,B9899,BrandY,Automotive,Low
"Green Tool",device,281,27.44,SupplierD,437867575358,B1704,BrandY,Household,Critical
"Blue Gadget",widget,457,71.57,SupplierC,804918309230,B9952,BrandY,Toys,Low
"Yellow Device",tool,35,61.37,SupplierA,757367218363,B4146,BrandY,Outdoor,Medium
"Red Widget",device,210,91.22,SupplierD,160229706621,B6744,BrandZ,Household,High
"Purple Item",widget,305,26.71,SupplierA,866009573251,B7172,BrandZ,Automotive,Critical
"Purple Item",widget,106,37.18,SupplierD,207450562768,B2998,BrandX,Electronics,Low
"Green Tool",item,488,53.22,SupplierB,862518367679,B7653,BrandZ,Toys,Medium
"Yellow Device",device,311,26.90,SupplierD,640506026721,B3622,BrandZ,Household,Critical
"Purple Item",tool,22,84.67,SupplierA,681702477764,B2321,BrandY,Automotive,Low
"Yellow Device",item,27,42.77,SupplierC,925431216566,B9461,BrandX,Automotive,Critical
"Purple Item",tool,449,75.58,SupplierD,147239164540,B7392,BrandX,Toys,High
"Green Tool",tool,34,35.97,SupplierD,928870298323,B8327,BrandX,Toys,Medium
"Purple Item",gadget,247,90.22,SupplierA,838496079431,B3740,BrandX,Toys,Low
"Yellow Device",tool,428,21.28,SupplierC,837399749757,B5708,BrandX,Toys,Critical
"Purple Item",gadget,54,89.51,SupplierA,681372732943,B1749,BrandZ,Automotive,Low
"Red Widget",device,90,57.01,SupplierB,357430987112,B8556,BrandY,Electronics,Medium
"Red Widget",gadget,242,57.00,SupplierB,369032157958,B2476,BrandZ,Toys,Low
"Green Tool",item,76,65.26,SupplierD,466363157795,B6449,BrandZ,Electronics,Critical
"Yellow Device",item,312,67.34,SupplierB,615780481369,B7550,BrandY,Household,High
"Blue Gadget",device,157,56.30,SupplierB,174805189483,B7184,BrandX,Toys,High
"Blue Gadget",widget,72,15.80,SupplierC,134726585982,B5493,BrandZ,Toys,Low
"Blue Gadget",device,194,80.98,SupplierA,686092748786,B4374,BrandY,Electronics,Medium
"Green Tool",widget,311,27.14,SupplierC,785913298611,B4236,BrandZ,Electronics,Critical
"Yellow Device",widget,369,28.80,SupplierD,772502887721,B7146,BrandX,Outdoor,Critical
"Green Tool",device,380,71.80,SupplierD,577865563323,B1683,BrandX,Household,Critical
"Red Widget",tool,3,85.24,SupplierB,963178191388,B4917,BrandZ,Automotive,Low
"Blue Gadget",widget,90,26.11,SupplierC,329788994422,B8215,BrandY,Automotive,Critical
"Red Widget",device,83,72.80,SupplierD,806574901828,B8809,BrandX,Electronics,Low
"Purple Item",tool,106,42.97,SupplierA,259432945572,B7342,BrandZ,Household,Low
"Green Tool",item,391,61.05,SupplierA,687765936990,B1564,BrandZ,Outdoor,Critical
"Red Widget",gadget,159,64.34,SupplierD,773313764043,B6389,BrandX,Automotive,Critical
"Red Widget",tool,116,27.44,SupplierD,134746681894,B9706,BrandZ,Household,High
"Purple Item",gadget,428,62.91,SupplierA,940104722738,B6933,BrandZ,Electronics,Low
"Yellow Device",gadget,369,96.27,SupplierA,760162475887,B9160,BrandZ,Toys,Critical
"Blue Gadget",tool,218,75.40,SupplierB,388241144474,B7814,BrandY,Household,Low
"Blue Gadget",device,39,78.51,SupplierC,418498862432,B9572,BrandZ,Toys,Critical
"Red Widget",widget,433,10.18,SupplierD,587878930481,B6972,BrandX,Automotive,High
"Purple Item",item,117,25.62,SupplierD,368519183177,B6782,BrandZ,Outdoor,Medium
"Blue Gadget",device,234,48.72,SupplierC,373454158677,B8100,BrandX,Household,Medium
"Green Tool",widget,437,40.95,SupplierC,686499825808,B6546,BrandZ,Outdoor,Medium
"Yellow Device",gadget,441,18.45,SupplierD,255447151705,B2276,BrandX,Toys,Low
"Green Tool",gadget,83,72.12,SupplierD,820516684861,B1810,BrandX,Household,Low
"Yellow Device",widget,61,75.10,SupplierC,124771917084,B8932,BrandX,Household,Critical
"Yellow Device",widget,478,22.20,SupplierA,405001985483,B1586,BrandY,Automotive,High
"Red Widget",tool,166,79.41,SupplierC,559577939435,B9788,BrandZ,Household,High
"Yellow Device",tool,484,85.62,SupplierC,343586011794,B3708,BrandX,Toys,High
"Green Tool",tool,338,10.45,SupplierB,771982053643,B8302,BrandX,Automotive,Medium
"Yellow Device",item,313,68.39,SupplierC,661590991240,B7193,BrandZ,Automotive,Critical
"Red Widget",tool,88,81.01,SupplierC,734134023295,B9738,BrandY,Household,Medium
"Purple Item",widget,401,45.53,SupplierB,257706812408,B5202,BrandX,Toys,Low
"Red Widget",tool,70,2.26,SupplierB,999931131581,B6920,BrandX,Electronics,High
"Blue Gadget",device,374,8.71,SupplierC,391433984970,B5399,BrandZ,Household,Low
"Blue Gadget",widget,151,25.68,SupplierB,985640817246,B3306,BrandZ,Household,High
"Yellow Device",gadget,405,64.64,SupplierA,525188923138,B2420,BrandY,Automotive,High
"Yellow Device",device,108,28.99,SupplierD,637675321354,B7388,BrandX,Toys,Critical
"Green Tool",device,333,24.62,SupplierB,748989218209,B6553,BrandX,Household,Medium
"Yellow Device",device,254,16.49,SupplierB,194418571193,B6643,BrandX,Toys,Medium
"Green Tool",device,210,5.33,SupplierB,279238145925,B5773,BrandX,Outdoor,High
"Green Tool",device,376,62.60,SupplierB,423398370524,B3835,BrandY,Outdoor,Critical
"Green Tool",gadget,275,25.61,SupplierB,769439468762,B6343,BrandY,Electronics,Critical
"Green Tool",gadget,305,42.61,SupplierB,601811085716,B4604,BrandZ,Electronics,High
"Green Tool",widget,119,14.44,SupplierA,258837609462,B7268,BrandZ,Electronics,High
"Yellow Device",tool,86,83.07,SupplierB,705674733323,B1666,BrandX,Automotive,High
"Red Widget",tool,258,38.32,SupplierA,647495482880,B2507,BrandZ,Electronics,Critical
"Red Widget",gadget,46,21.98,SupplierB,560973419868,B6187,BrandZ,Electronics,Low
"Purple Item",widget,435,22.30,SupplierA,973553137822,B1555,BrandX,Outdoor,Critical
"Red Widget",widget,219,1.68,SupplierB,701471226873,B6487,BrandZ,Toys,Critical
"Yellow Device",gadget,337,37.04,SupplierB,150080773810,B9537,BrandY,Toys,Low
"Yellow Device",device,495,85.73,SupplierC,169975750272,B6869,BrandY,Toys,Medium
"Green Tool",tool,126,98.89,SupplierC,705165290107,B7916,BrandX,Toys,Medium
"Green Tool",item,425,71.44,SupplierD,956235918117,B3662,BrandY,Outdoor,Medium
"Purple Item",widget,391,33.98,SupplierA,715250976980,B4060,BrandX,Toys,Low
"Blue Gadget",tool,175,10.36,SupplierC,102464441261,B4231,BrandX,Electronics,Medium
"Green Tool",gadget,290,8.24,SupplierB,611399634461,B9032,BrandZ,Automotive,High
"Blue Gadget",widget,422,91.31,SupplierA,154531249957,B6830,BrandY,Automotive,Critical
"Blue Gadget",gadget,163,45.83,SupplierB,912401346196,B6692,BrandX,Automotive,High
"Red Widget",widget,222,48.65,SupplierA,361342849767,B1114,BrandZ,Automotive,Critical
"Red Widget",tool,405,31.69,SupplierD,649644164250,B3373,BrandX,Electronics,Medium
"Yellow Device",device,19,90.99,SupplierB,585406299776,B2716,BrandX,Electronics,High
"Green Tool",tool,132,46.68,SupplierD,871810375190,B9864,BrandX,Outdoor,Critical
"Green Tool",gadget,320,5.55,SupplierB,430687777596,B2985,BrandX,Outdoor,Medium
"Red Widget",tool,87,97.88,SupplierC,736666714512,B6193,BrandY,Automotive,Medium
"Green Tool",item,17,24.90,SupplierB,944059391579,B2705,BrandX,Toys,Low
"Blue Gadget",device,33,16.81,SupplierA,843360262613,B6382,BrandZ,Electronics,Medium
"Blue Gadget",gadget,215,79.32,SupplierA,219437877024,B3330,BrandY,Outdoor,Medium
"Yellow Device",tool,49,57.74,SupplierD,690958539878,B6660,BrandX,Electronics,Low
"Yellow Device",tool,348,66.18,SupplierB,595187114211,B4150,BrandZ,Household,Medium
"Green Tool",device,65,51.05,SupplierC,463956624274,B5052,BrandY,Electronics,High
"Purple Item",gadget,266,94.65,SupplierC,204239852051,B9134,BrandY,Toys,Critical
"Blue Gadget",item,59,92.51,SupplierB,969978176957,B4800,BrandX,Electronics,Low
"Red Widget",item,469,97.44,SupplierB,655733753364,B2691,BrandY,Outdoor,Critical
"Blue Gadget",gadget,149,19.51,SupplierB,670442896524,B2214,BrandX,Electronics,Medium
"Red Widget",widget,55,69.84,SupplierC,705026151379,B4913,BrandY,Automotive,High
"Yellow Device",tool,497,99.44,SupplierA,663969783945,B8536,BrandZ,Household,Low
"Blue Gadget",gadget,81,88.70,SupplierC,891389756124,B1567,BrandX,Toys,High
"Blue Gadget",item,323,37.17,SupplierC,921325482030,B9123,BrandZ,Outdoor,Critical
"Yellow Device",device,277,63.55,SupplierB,921547522093,B4660,BrandZ,Electronics,Low
"Green Tool",widget,388,87.18,SupplierD,491400171219,B6162,BrandZ,Toys,High
"Red Widget",item,303,16.10,SupplierB,717288318375,B2439,BrandY,Household,Critical
"Blue Gadget",item,76,28.50,SupplierA,718962976313,B9488,BrandY,Automotive,Medium
"Purple Item",widget,250,37.80,SupplierB,501297744480,B1015,BrandY,Electronics,High
"Blue Gadget",widget,23,84.14,SupplierB,653534612902,B1804,BrandX,Automotive,Critical
"Yellow Device",tool,19,4.94,SupplierD,556845755766,B7575,BrandY,Outdoor,High
"Red Widget",gadget,237,89.93,SupplierD,442887106632,B7968,BrandX,Automotive,Medium
"Green Tool",item,385,84.51,SupplierD,133414611516,B7075,BrandY,Outdoor,Medium
"Red Widget",tool,193,76.17,SupplierB,444319563279,B6950,BrandY,Automotive,Low
"Green Tool",widget,144,89.34,SupplierB,648820519409,B7393,BrandZ,Outdoor,Critical
"Purple Item",item,206,40.91,SupplierB,400528266247,B8748,BrandX,Automotive,Medium
"Blue Gadget",tool,352,99.12,SupplierC,868079476799,B6769,BrandX,Toys,Critical
"Blue Gadget",widget,114,14.50,SupplierB,627028394573,B6921,BrandX,Outdoor,Medium
"Red Widget",tool,254,53.74,SupplierC,400131538356,B7095,BrandY,Outdoor,Medium
"Purple Item",item,29,82.26,SupplierB,640487222491,B1782,BrandX,Outdoor,Medium
"Green Tool",gadget,8,92.46,SupplierC,318389992231,B3289,BrandY,Outdoor,Critical
"Blue Gadget",device,267,13.24,SupplierA,293569056896,B2083,BrandY,Toys,Medium
"Purple Item",widget,44,77.34,SupplierD,108772831638,B6756,BrandX,Household,High
"Purple Item",tool,106,36.30,SupplierB,367540658833,B1885,BrandX,Electronics,Medium
"Yellow Device",item,250,48.58,SupplierC,314356230965,B6817,BrandX,Household,Medium
"Blue Gadget",device,92,6.34,SupplierC,438577307228,B4114,BrandY,Automotive,Low
"Red Widget",gadget,363,72.85,SupplierA,342465460505,B7767,BrandX,Toys,High
"Purple Item",widget,73,97.92,SupplierA,794966619941,B3831,BrandY,Household,High
"Purple Item",widget,232,60.07,SupplierC,747246620883,B3763,BrandZ,Toys,Medium
"Yellow Device",gadget,4,92.07,SupplierB,375412010317,B7414,BrandX,Household,Low
"Green Tool",device,106,28.13,SupplierA,358872468774,B6310,BrandZ,Toys,High
"Red Widget",device,130,12.78,SupplierA,949505162562,B6447,BrandZ,Electronics,Critical
"Yellow Device",tool,108,47.57,SupplierB,708839833102,B2286,BrandZ,Toys,Critical
"Blue Gadget",tool,324,73.19,SupplierA,379538435336,B9410,BrandY,Toys,High
"Yellow Device",widget,242,49.49,SupplierC,410540447887,B1291,BrandZ,Electronics,High
"Yellow Device",item,114,41.59,SupplierC,109061755810,B3564,BrandX,Outdoor,Critical
"Green Tool",gadget,468,74.59,SupplierC,676702974739,B1091,BrandX,Outdoor,High
"Red Widget",widget,287,7.97,SupplierA,695266746345,B3351,BrandX,Outdoor,High
"Red Widget",gadget,446,7.73,SupplierC,936784220177,B6408,BrandZ,Household,High
"Red Widget",tool,295,3.00,SupplierD,641616956188,B3781,BrandZ,Toys,Medium
"Green Tool",tool,278,55.64,SupplierA,145558996559,B9873,BrandY,Household,Low
"Purple Item",gadget,231,62.25,SupplierB,450160906059,B9201,BrandY,Household,Low
"Purple Item",gadget,305,65.95,SupplierD,726163563484,B1791,BrandZ,Toys,Low
"Yellow Device",gadget,400,47.46,SupplierB,939892344566,B9857,BrandZ,Automotive,Medium
"Red Widget",gadget,10,69.44,SupplierD,220516614150,B1891,BrandY,Household,Low
"Purple Item",gadget,100,17.01,SupplierA,369509296684,B4631,BrandY,Toys,High
"Yellow Device",item,60,16.84,SupplierB,126285586597,B4360,BrandZ,Outdoor,High
"Purple Item",gadget,167,55.64,SupplierC,629512286178,B4172,BrandZ,Electronics,Low
"Green Tool",device,300,4.58,SupplierA,869587413290,B8521,BrandY,Outdoor,High
"Purple Item",item,251,77.12,SupplierB,714786188496,B8112,BrandZ,Outdoor,Low
"Purple Item",device,111,80.68,SupplierB,749589293326,B5886,BrandX,Toys,Medium
"Green Tool",gadget,371,3.62,SupplierC,504235924731,B2823,BrandY,Electronics,Critical
"Purple Item",item,50,94.15,SupplierC,465934423092,B5163,BrandZ,Outdoor,Medium
"Yellow Device",item,81,68.85,SupplierB,121127742871,B2028,BrandX,Automotive,Medium
"Green Tool",item,43,73.30,SupplierC,269677917751,B4609,BrandZ,Outdoor,Low
"Blue Gadget",gadget,45,67.23,SupplierC,302935426230,B6143,BrandX,Toys,Medium
"Red Widget",widget,114,42.15,SupplierB,964752346189,B1156,BrandY,Automotive,High
"Green Tool",tool,106,81.23,SupplierD,949151387935,B9751,BrandY,Household,Medium
"Green Tool",widget,183,67.98,SupplierC,526070691444,B1710,BrandY,Household,Low
"Red Widget",widget,348,8.60,SupplierB,187394267398,B1238,BrandZ,Toys,Critical
"Yellow Device",device,371,18.64,SupplierC,672310281243,B1806,BrandX,Household,Medium
"Green Tool",gadget,204,42.19,SupplierB,956483757212,B2027,BrandZ,Automotive,Low
"Blue Gadget",widget,474,55.27,SupplierB,424724124803,B4667,BrandZ,Outdoor,High
"Blue Gadget",tool,398,56.78,SupplierB,403587989106,B1738,BrandY,Automotive,Medium
"Red Widget",gadget,149,19.40,SupplierB,124737632097,B2506,BrandZ,Outdoor,Critical
"Blue Gadget",device,494,45.41,SupplierC,386760384505,B8264,BrandY,Outdoor,Medium
"Red Widget",gadget,256,86.91,SupplierA,369763783132,B9356,BrandY,Toys,Low
"Red Widget",device,215,25.67,SupplierB,545199586968,B8829,BrandY,Automotive,High
"Blue Gadget",device,459,45.86,SupplierC,550814026799,B8360,BrandY,Automotive,Medium
"Red Widget",widget,371,91.76,SupplierC,976026054744,B1356,BrandX,Electronics,Medium
"Red Widget",device,343,84.14,SupplierC,178560028915,B5552,BrandY,Electronics,Critical
"Red Widget",widget,298,79.50,SupplierB,471242535156,B2013,BrandZ,Outdoor,High
"Yellow Device",tool,105,94.46,SupplierB,274102116907,B8224,BrandY,Household,Medium
"Blue Gadget",widget,13,8.78,SupplierD,880448008940,B2481,BrandX,Automotive,High
"Red Widget",tool,75,27.80,SupplierA,211632045936,B1400,BrandX,Household,Critical
"Purple Item",gadget,390,63.04,SupplierD,659570970835,B8834,BrandZ,Household,Low
"Blue Gadget",device,473,92.19,SupplierD,591523608580,B8818,BrandX,Outdoor,High
"Green Tool",device,314,67.97,SupplierA,800172250846,B8788,BrandZ,Automotive,Critical
"Yellow Device",gadget,194,72.38,SupplierC,405906693611,B1733,BrandY,Automotive,Low
"Red Widget",device,432,77.52,SupplierD,849090085405,B5989,BrandX,Electronics,High
"Green Tool",widget,119,20.49,SupplierB,982621980051,B6308,BrandZ,Toys,High
"Yellow Device",device,204,81.43,SupplierD,649622222550,B9956,BrandY,Household,Low
"Red Widget",item,303,40.06,SupplierB,576470602703,B3402,BrandX,Electronics,Medium
"Blue Gadget",gadget,89,97.18,SupplierB,529631092376,B2796,BrandZ,Automotive,Medium
"Red Widget",widget,235,61.77,SupplierC,336096590472,B8768,BrandY,Electronics,High
"Green Tool",widget,140,18.02,SupplierC,996193555199,B2758,BrandY,Automotive,Critical
"Yellow Device",widget,22,54.80,SupplierB,551846258874,B2784,BrandY,Electronics,High
"Yellow Device",widget,498,64.88,SupplierB,192677873832,B5618,BrandY,Household,Medium
"Purple Item",gadget,464,36.26,SupplierA,649340934801,B2749,BrandY,Household,High
"Blue Gadget",tool,46,95.19,SupplierC,498229345984,B1257,BrandX,Toys,Critical
"Blue Gadget",item,390,86.27,SupplierD,522081432153,B5583,BrandZ,Electronics,Medium
"Yellow Device",gadget,321,12.18,SupplierD,375757091649,B9712,BrandY,Household,High
"Purple Item",widget,313,92.41,SupplierC,716116734071,B2617,BrandX,Toys,Critical
"Purple Item",item,137,2.65,SupplierB,663755049646,B2519,BrandX,Toys,High
"Purple Item",item,402,78.82,SupplierC,835879887499,B7824,BrandY,Toys,High
"Green Tool",gadget,242,95.87,SupplierC,559969016611,B6511,BrandZ,Household,Critical
"Red Widget",gadget,495,93.06,SupplierB,265375971827,B3913,BrandZ,Outdoor,Critical
"Blue Gadget",device,211,41.11,SupplierC,500035942902,B3250,BrandY,Outdoor,Low
"Purple Item",tool,255,28.84,SupplierB,706201062070,B7062,BrandZ,Household,High
"Yellow Device",gadget,469,1.71,SupplierD,444646729423,B4215,BrandY,Toys,Low
